,tag,gene_length
8423,224308.43.peg.2238,1269
8424,224308.43.peg.2239,414
8425,224308.43.peg.2240,2118
8426,224308.43.peg.2241,150
8427,224308.43.peg.2242,1251
8428,224308.43.peg.2243,333
8429,224308.43.peg.2244,336
8430,224308.43.peg.2245,468
8431,224308.43.peg.2246,396
8432,224308.43.peg.2247,579
8433,224308.43.peg.2248,1716
8434,224308.43.peg.2249,558
8435,224308.43.peg.2250,1074
8436,224308.43.peg.2251,891
8437,224308.43.peg.2252,483
8438,224308.43.peg.2253,819
8439,224308.43.peg.2254,135
8440,224308.43.peg.2255,156
8441,224308.43.peg.2256,123
8442,224308.43.peg.2257,516
8443,224308.43.peg.2258,711
8444,224308.43.peg.2259,1638
8445,224308.43.peg.2260,600
8446,224308.43.peg.2261,432
8447,224308.43.peg.2262,534
8448,224308.43.peg.2263,426
8449,224308.43.peg.2264,1338
8450,224308.43.peg.2265,195
8451,224308.43.peg.2266,564
8452,224308.43.peg.2267,768
8453,224308.43.peg.2268,591
8454,224308.43.peg.2269,252
8455,224308.43.peg.2270,1269
8456,224308.43.peg.2271,996
8457,224308.43.peg.2272,642
8458,224308.43.peg.2273,621
8459,224308.43.peg.2274,507
8460,224308.43.peg.2275,795
8461,224308.43.peg.2276,534
8462,224308.43.peg.2277,606
8463,224308.43.peg.2278,774
8464,224308.43.peg.2279,435
8465,224308.43.peg.2280,1677
8466,224308.43.peg.2281,1134
8467,224308.43.peg.2282,618
8468,224308.43.peg.2283,483
8469,224308.43.peg.2284,906
8470,224308.43.peg.2285,1122
8471,224308.43.peg.2286,201
8472,224308.43.peg.2287,183
8473,224308.43.peg.2288,270
8474,224308.43.peg.2289,183
8475,224308.43.peg.2290,681
8476,224308.43.peg.2291,690
8477,224308.43.peg.2292,399
8478,224308.43.peg.2293,129
8479,224308.43.peg.2294,891
8480,224308.43.peg.2295,147
8481,224308.43.peg.2296,258
8482,224308.43.peg.2297,3582
8483,224308.43.peg.2298,507
8484,224308.43.peg.2299,1098
8485,224308.43.peg.2300,1317
8486,224308.43.peg.2301,585
8487,224308.43.peg.2302,1506
8488,224308.43.peg.2303,993
8489,224308.43.peg.2304,591
8490,224308.43.peg.2305,975
8491,224308.43.peg.2306,1020
8492,224308.43.peg.2307,828
8493,224308.43.peg.2308,765
8494,224308.43.peg.2309,1926
8495,224308.43.peg.2310,192
8496,224308.43.peg.2311,1158
8497,224308.43.peg.2312,297
8498,224308.43.peg.2313,630
8499,224308.43.peg.2314,228
8500,224308.43.peg.2315,129
8501,224308.43.peg.2316,1242
8502,224308.43.peg.2317,2250
8503,224308.43.peg.2318,558
8504,224308.43.peg.2319,420
8505,224308.43.peg.2320,378
8506,224308.43.peg.2321,189
8507,224308.43.peg.2322,372
8508,224308.43.peg.2323,246
8509,224308.43.peg.2324,135
8510,224308.43.peg.2325,963
8511,224308.43.peg.2326,621
8512,224308.43.peg.2327,2745
8513,224308.43.peg.2328,495
8514,224308.43.peg.2329,660
8515,224308.43.peg.2330,699
8516,224308.43.peg.2331,1296
8517,224308.43.peg.2332,1182
8518,224308.43.peg.2333,486
8519,224308.43.peg.2334,171
8520,224308.43.peg.2335,2796
8521,224308.43.peg.2336,384
8522,224308.43.peg.2337,861
8523,224308.43.peg.2338,834
8524,224308.43.peg.2339,978
8525,224308.43.peg.2340,1194
8526,224308.43.peg.2341,1134
8527,224308.43.peg.2342,711
8528,224308.43.peg.2343,414
8529,224308.43.peg.2344,804
8530,224308.43.peg.2345,336
8531,224308.43.peg.2346,873
8532,224308.43.peg.2347,795
8533,224308.43.peg.2348,594
8534,224308.43.peg.2349,768
8535,224308.43.peg.2350,675
8536,224308.43.peg.2351,504
8537,224308.43.peg.2352,447
8538,224308.43.peg.2353,540
8539,224308.43.peg.2354,1272
8540,224308.43.peg.2355,1287
8541,224308.43.peg.2356,1116
8542,224308.43.peg.2357,1083
8543,224308.43.peg.2358,804
8544,224308.43.peg.2359,1203
8545,224308.43.peg.2360,648
8546,224308.43.peg.2361,750
8547,224308.43.peg.2362,1017
8548,224308.43.peg.2363,1548
8549,224308.43.peg.2364,384
8550,224308.43.peg.2365,1089
8551,224308.43.peg.2366,1173
8552,224308.43.peg.2367,771
8553,224308.43.peg.2368,114
8554,224308.43.peg.2369,336
8555,224308.43.peg.2370,963
8556,224308.43.peg.2371,702
8557,224308.43.peg.2372,756
8558,224308.43.peg.2373,228
8559,224308.43.peg.2374,573
8560,224308.43.peg.2375,279
8561,224308.43.peg.2376,1479
8562,224308.43.peg.2377,735
8563,224308.43.peg.2378,204
8564,224308.43.peg.2379,1038
8565,224308.43.peg.2380,1311
8566,224308.43.peg.2381,195
8567,224308.43.peg.2382,894
8568,224308.43.peg.2383,600
8569,224308.43.peg.2384,132
8570,224308.43.peg.2385,1050
8571,224308.43.peg.2386,1149
8572,224308.43.peg.2387,675
8573,224308.43.peg.2388,177
8574,224308.43.peg.2389,654
8575,224308.43.peg.2390,1353
8576,224308.43.peg.2391,918
8577,224308.43.peg.2392,657
8578,224308.43.peg.2393,975
8579,224308.43.peg.2394,1284
8580,224308.43.peg.2395,123
8581,224308.43.peg.2396,585
8582,224308.43.peg.2397,780
8583,224308.43.peg.2398,444
8584,224308.43.peg.2399,723
8585,224308.43.peg.2400,603
8586,224308.43.peg.2401,1491
8587,224308.43.peg.2402,1059
8588,224308.43.peg.2403,249
8589,224308.43.peg.2404,573
8590,224308.43.peg.2405,186
8591,224308.43.peg.2406,1578
8592,224308.43.peg.2407,768
8593,224308.43.peg.2408,1002
8594,224308.43.peg.2409,585
8595,224308.43.peg.2410,1770
8596,224308.43.peg.2411,756
8597,224308.43.peg.2412,1176
8598,224308.43.peg.2413,1629
8599,224308.43.peg.2414,540
8600,224308.43.peg.2415,735
8601,224308.43.peg.2416,537
8602,224308.43.peg.2417,591
8603,224308.43.peg.2418,1149
8604,224308.43.peg.2419,540
8605,224308.43.peg.2420,594
8606,224308.43.peg.2421,756
8607,224308.43.peg.2422,525
8608,224308.43.peg.2423,375
8609,224308.43.peg.2424,465
8610,224308.43.peg.2425,1197
8611,224308.43.peg.2426,648
8612,224308.43.peg.2427,1086
8613,224308.43.peg.2428,345
8614,224308.43.peg.2429,555
8615,224308.43.peg.2430,207
8616,224308.43.peg.2431,255
8617,224308.43.peg.2432,204
8618,224308.43.peg.2433,117
8619,224308.43.peg.2434,213
8620,224308.43.peg.2435,432
8621,224308.43.peg.2436,873
8622,224308.43.peg.2437,1326
8623,224308.43.peg.2438,1482
8624,224308.43.peg.2439,612
8625,224308.43.peg.2440,351
8626,224308.43.peg.2441,1017
8627,224308.43.peg.2442,453
8628,224308.43.peg.2443,426
8629,224308.43.peg.2444,621
8630,224308.43.peg.2445,768
8631,224308.43.peg.2446,441
8632,224308.43.peg.2447,354
8633,224308.43.peg.2448,1170
8634,224308.43.peg.2449,816
8635,224308.43.peg.2450,1185
8636,224308.43.peg.2451,891
8637,224308.43.peg.2452,228
8638,224308.43.peg.2453,450
8639,224308.43.peg.2454,645
8640,224308.43.peg.2455,216
8641,224308.43.peg.2456,1320
8642,224308.43.peg.2457,1407
8643,224308.43.peg.2458,1428
8644,224308.43.peg.2459,990
8645,224308.43.peg.2460,351
8646,224308.43.peg.2461,1164
8647,224308.43.peg.2462,558
8648,224308.43.peg.2463,123
8649,224308.43.peg.2464,921
8650,224308.43.peg.2465,273
8651,224308.43.peg.2466,918
8652,224308.43.peg.2467,240
8653,224308.43.peg.2468,324
8654,224308.43.peg.2469,1032
8655,224308.43.peg.2470,345
8656,224308.43.peg.2471,471
8657,224308.43.peg.2472,339
8658,224308.43.peg.2473,1236
8659,224308.43.peg.2474,207
8660,224308.43.peg.2475,138
8661,224308.43.peg.2476,1233
8662,224308.43.peg.2477,159
8663,224308.43.peg.2478,387
8664,224308.43.peg.2479,960
8665,224308.43.peg.2480,1347
8666,224308.43.peg.2481,780
8667,224308.43.peg.2482,960
8668,224308.43.peg.2483,837
8669,224308.43.peg.2484,1644
8670,224308.43.peg.2485,1017
8671,224308.43.peg.2486,762
8672,224308.43.peg.2487,924
8673,224308.43.peg.2488,1470
8674,224308.43.peg.2489,1410
8675,224308.43.peg.2490,1245
8676,224308.43.peg.2491,282
8677,224308.43.peg.2492,828
8678,224308.43.peg.2493,729
8679,224308.43.peg.2494,1116
8680,224308.43.peg.2495,1530
8681,224308.43.peg.2496,423
8682,224308.43.peg.2497,531
8683,224308.43.peg.2498,969
8684,224308.43.peg.2499,723
8685,224308.43.peg.2500,660
8686,224308.43.peg.2501,768
8687,224308.43.peg.2502,438
8688,224308.43.peg.2503,894
8689,224308.43.peg.2504,1170
8690,224308.43.peg.2505,117
8691,224308.43.peg.2506,837
8692,224308.43.pg.5,837
8693,224308.43.peg.2507,1275
8694,224308.43.peg.2508,984
8695,224308.43.peg.2509,993
8696,224308.43.peg.2510,1425
8697,224308.43.peg.2511,1092
8698,224308.43.peg.2512,1095
8699,224308.43.peg.2513,900
8700,224308.43.peg.2514,2079
8701,224308.43.peg.2515,237
8702,224308.43.peg.2516,906
8703,224308.43.peg.2517,1419
8704,224308.43.peg.2518,1119
8705,224308.43.peg.2519,1140
8706,224308.43.peg.2520,864
8707,224308.43.peg.2521,1182
8708,224308.43.peg.2522,732
8709,224308.43.peg.2523,600
8710,224308.43.peg.2524,294
8711,224308.43.peg.2525,153
8712,224308.43.peg.2526,1149
8713,224308.43.peg.2527,114
8714,224308.43.peg.2528,804
8715,224308.43.peg.2529,174
8716,224308.43.peg.2530,1281
8717,224308.43.peg.2531,1731
8718,224308.43.peg.2532,450
8719,224308.43.peg.2533,846
8720,224308.43.peg.2534,1902
8721,224308.43.peg.2535,891
8722,224308.43.peg.2536,255
8723,224308.43.peg.2537,1383
8724,224308.43.peg.2538,852
8725,224308.43.peg.2539,396
8726,224308.43.peg.2540,408
8727,224308.43.peg.2541,1353
8728,224308.43.peg.2542,480
8729,224308.43.peg.2543,657
8730,224308.43.peg.2544,690
8731,224308.43.peg.2545,621
8732,224308.43.peg.2546,1200
8733,224308.43.peg.2547,402
8734,224308.43.peg.2548,207
8735,224308.43.peg.2549,516
8736,224308.43.peg.2550,924
8737,224308.43.peg.2551,213
8738,224308.43.peg.2552,558
8739,224308.43.peg.2553,1062
8740,224308.43.peg.2554,447
8741,224308.43.peg.2555,537
8742,224308.43.peg.2556,957
8743,224308.43.peg.2557,396
8744,224308.43.peg.2558,876
8745,224308.43.peg.2559,429
8746,224308.43.peg.2560,837
8747,224308.43.peg.2561,381
8748,224308.43.peg.2562,1467
8749,224308.43.peg.2563,1347
8750,224308.43.peg.2564,1089
8751,224308.43.peg.2565,1674
8752,224308.43.peg.2566,795
8753,224308.43.peg.2567,174
8754,224308.43.peg.2568,342
8755,224308.43.peg.2569,786
8756,224308.43.peg.2570,573
8757,224308.43.peg.2571,762
8758,224308.43.peg.2572,327
8759,224308.43.peg.2573,180
8760,224308.43.peg.2574,375
8761,224308.43.peg.2575,297
8762,224308.43.peg.2576,348
8763,224308.43.peg.2577,432
8764,224308.43.peg.2578,297
8765,224308.43.peg.2579,972
8766,224308.43.peg.2580,1071
8767,224308.43.peg.2581,954
8768,224308.43.peg.2582,1329
8769,224308.43.peg.2583,837
8770,224308.43.rna.85,71
8771,224308.43.peg.2584,381
8772,224308.43.peg.2585,246
8773,224308.43.peg.2586,621
8774,224308.43.peg.2587,174
8775,224308.43.peg.2588,315
8776,224308.43.peg.2589,1062
8777,224308.43.peg.2590,1128
8778,224308.43.peg.2591,1917
8779,224308.43.peg.2592,966
8780,224308.43.peg.2593,216
8781,224308.43.peg.2594,1524
8782,224308.43.peg.2595,174
8783,224308.43.peg.2596,564
8784,224308.43.peg.2597,150
8785,224308.43.peg.2598,1068
8786,224308.43.peg.2599,348
8787,224308.43.peg.2600,135
8788,224308.43.peg.2601,279
8789,224308.43.peg.2602,465
8790,224308.43.peg.2603,783
8791,224308.43.peg.2604,810
8792,224308.43.peg.2605,885
8793,224308.43.peg.2606,930
8794,224308.43.peg.2607,903
8795,224308.43.peg.2608,2151
8796,224308.43.peg.2609,1293
8797,224308.43.peg.2610,609
8798,224308.43.peg.2611,483
8799,224308.43.peg.2612,768
8800,224308.43.peg.2613,300
8801,224308.43.peg.2614,1128
8802,224308.43.peg.2615,384
8803,224308.43.peg.2616,582
8804,224308.43.peg.2617,438
8805,224308.43.peg.2618,882
8806,224308.43.peg.2619,255
8807,224308.43.peg.2620,867
8808,224308.43.peg.2621,1344
8809,224308.43.peg.2622,744
8810,224308.43.peg.2623,945
8811,224308.43.peg.2624,1122
8812,224308.43.peg.2625,651
8813,224308.43.peg.2626,363
8814,224308.43.peg.2627,180
8815,224308.43.peg.2628,1116
8816,224308.43.peg.2629,1812
8817,224308.43.peg.2630,495
8818,224308.43.peg.2631,813
8819,224308.43.peg.2632,642
8820,224308.43.peg.2633,2040
8821,224308.43.peg.2634,933
8822,224308.43.peg.2635,768
8823,224308.43.peg.2636,144
8824,224308.43.peg.2637,906
8825,224308.43.peg.2638,411
8826,224308.43.peg.2639,372
8827,224308.43.peg.2640,474
8828,224308.43.peg.2641,2136
8829,224308.43.peg.2642,960
8830,224308.43.peg.2643,1197
8831,224308.43.peg.2644,282
8832,224308.43.peg.2645,420
8833,224308.43.peg.2646,996
8834,224308.43.peg.2647,1314
8835,224308.43.peg.2648,447
8836,224308.43.peg.2649,174
8837,224308.43.peg.2650,924
8838,224308.43.peg.2651,1356
8839,224308.43.peg.2652,771
8840,224308.43.peg.2653,936
8841,224308.43.peg.2654,1128
8842,224308.43.peg.2655,1836
8843,224308.43.peg.2656,564
8844,224308.43.peg.2657,1032
8845,224308.43.peg.2658,1140
8846,224308.43.peg.2659,1839
8847,224308.43.peg.2660,339
8848,224308.43.peg.2661,1206
8849,224308.43.peg.2662,1107
8850,224308.43.peg.2663,267
8851,224308.43.peg.2664,1044
8852,224308.43.peg.2665,150
8853,224308.43.peg.2666,135
8854,224308.43.peg.2667,2304
8855,224308.43.peg.2668,570
8856,224308.43.peg.2669,618
8857,224308.43.peg.2670,822
8858,224308.43.peg.2671,744
8859,224308.43.peg.2672,357
8860,224308.43.peg.2673,561
8861,224308.43.peg.2674,570
8862,224308.43.peg.2675,291
8863,224308.43.peg.2676,843
8864,224308.43.peg.2677,1101
8865,224308.43.peg.2678,600
8866,224308.43.peg.2679,141
8867,224308.43.peg.2680,732
8868,224308.43.peg.2681,753
8869,224308.43.peg.2682,627
8870,224308.43.peg.2683,894
8871,224308.43.peg.2684,720
8872,224308.43.peg.2685,357
8873,224308.43.peg.2686,144
8874,224308.43.peg.2687,483
8875,224308.43.peg.2688,1398
8876,224308.43.peg.2689,420
8877,224308.43.peg.2690,1041
8878,224308.43.peg.2691,441
8879,224308.43.peg.2692,318
8880,224308.43.peg.2693,765
8881,224308.43.peg.2694,1128
8882,224308.43.peg.2695,135
8883,224308.43.peg.2696,159
8884,224308.43.peg.2697,1596
8885,224308.43.peg.2698,120
8886,224308.43.peg.2699,126
8887,224308.43.peg.2700,363
8888,224308.43.peg.2701,819
8889,224308.43.peg.2702,432
8890,224308.43.peg.2703,894
8891,224308.43.peg.2704,165
8892,224308.43.peg.2705,1101
8893,224308.43.peg.2706,273
8894,224308.43.peg.2707,579
8895,224308.43.peg.2708,1047
8896,224308.43.peg.2709,426
8897,224308.43.peg.2710,264
8898,224308.43.peg.2711,981
8899,224308.43.peg.2712,660
8900,224308.43.peg.2713,4758
8901,224308.43.peg.2714,138
8902,224308.43.peg.2715,450
8903,224308.43.peg.2716,180
8904,224308.43.peg.2717,444
8905,224308.43.peg.2718,1401
8906,224308.43.peg.2719,189
8907,224308.43.peg.2720,438
8908,224308.43.peg.2721,504
8909,224308.43.peg.2722,363
8910,224308.43.peg.2723,396
8911,224308.43.peg.2724,312
8912,224308.43.peg.2725,936
8913,224308.43.peg.2726,969
8914,224308.43.peg.2727,654
8915,224308.43.peg.2728,918
8916,224308.43.peg.2729,1533
8917,224308.43.peg.2730,1296
8918,224308.43.peg.2731,336
8919,224308.43.peg.2732,465
8920,224308.43.peg.2733,270
8921,224308.43.peg.2734,930
8922,224308.43.peg.2735,207
8923,224308.43.peg.2736,225
8924,224308.43.peg.2737,144
8925,224308.43.peg.2738,732
8926,224308.43.peg.2739,393
8927,224308.43.peg.2740,855
8928,224308.43.peg.2741,960
8929,224308.43.peg.2742,195
8930,224308.43.peg.2743,258
8931,224308.43.peg.2744,177
8932,224308.43.peg.2745,141
8933,224308.43.peg.2746,231
8934,224308.43.peg.2747,183
8935,224308.43.peg.2748,168
8936,224308.43.peg.2749,537
8937,224308.43.peg.2750,546
8938,224308.43.peg.2751,399
8939,224308.43.peg.2752,117
8940,224308.43.peg.2753,420
8941,224308.43.peg.2754,1299
8942,224308.43.peg.2755,696
8943,224308.43.peg.2756,1218
8944,224308.43.peg.2757,150
8945,224308.43.peg.2758,558
8946,224308.43.peg.2759,525
8947,224308.43.peg.2760,786
8948,224308.43.peg.2761,228
8949,224308.43.peg.2762,1134
8950,224308.43.peg.2763,558
8951,224308.43.peg.2764,483
8952,224308.43.peg.2765,189
8953,224308.43.peg.2766,123
8954,224308.43.peg.2767,438
8955,224308.43.peg.2768,822
8956,224308.43.peg.2769,1203
8957,224308.43.peg.2770,459
8958,224308.43.peg.2771,1095
8959,224308.43.peg.2772,144
8960,224308.43.peg.2773,966
8961,224308.43.peg.2774,867
8962,224308.43.peg.2775,1038
8963,224308.43.peg.2776,936
8964,224308.43.peg.2777,390
8965,224308.43.peg.2778,891
8966,224308.43.peg.2779,195
8967,224308.43.peg.2780,864
8968,224308.43.peg.2781,171
8969,224308.43.peg.2782,333
8970,224308.43.peg.2783,765
8971,224308.43.peg.2784,474
8972,224308.43.peg.2785,276
8973,224308.43.peg.2786,1233
8974,224308.43.peg.2787,204
8975,224308.43.peg.2788,150
8976,224308.43.peg.2789,564
8977,224308.43.peg.2790,504
8978,224308.43.peg.2791,855
8979,224308.43.peg.2792,1044
8980,224308.43.peg.2793,171
8981,224308.43.peg.2794,798
8982,224308.43.peg.2795,711
8983,224308.43.peg.2796,162
8984,224308.43.peg.2797,756
8985,224308.43.peg.2798,531
8986,224308.43.peg.2799,981
8987,224308.43.peg.2800,1317
8988,224308.43.peg.2801,870
8989,224308.43.peg.2802,204
8990,224308.43.peg.2803,990
8991,224308.43.peg.2804,834
8992,224308.43.peg.2805,264
8993,224308.43.peg.2806,816
8994,224308.43.peg.2807,357
8995,224308.43.peg.2808,336
8996,224308.43.peg.2809,285
8997,224308.43.peg.2810,246
8998,224308.43.peg.2811,369
8999,224308.43.peg.2812,1137
9000,224308.43.peg.2813,198
9001,224308.43.peg.2814,300
9002,224308.43.peg.2815,423
9003,224308.43.peg.2816,195
9004,224308.43.peg.2817,1050
9005,224308.43.peg.2818,510
9006,224308.43.peg.2819,2058
9007,224308.43.peg.2820,828
9008,224308.43.peg.2821,810
9009,224308.43.peg.2822,492
9010,224308.43.peg.2823,441
9011,224308.43.peg.2824,2808
9012,224308.43.peg.2825,1308
9013,224308.43.peg.2826,633
9014,224308.43.peg.2827,828
9015,224308.43.peg.2828,501
9016,224308.43.peg.2829,858
9017,224308.43.peg.2830,1905
9018,224308.43.peg.2831,291
9019,224308.43.peg.2832,3165
9020,224308.43.peg.2833,492
9021,224308.43.peg.2834,459
9022,224308.43.peg.2835,159
9023,224308.43.peg.2836,150
9024,224308.43.peg.2837,801
9025,224308.43.peg.2838,369
9026,224308.43.peg.2839,2949
9027,224308.43.peg.2840,483
9028,224308.43.peg.2841,231
9029,224308.43.peg.2842,1140
9030,224308.43.peg.2843,924
9031,224308.43.peg.2844,672
9032,224308.43.peg.2845,642
9033,224308.43.peg.2846,204
9034,224308.43.peg.2847,702
9035,224308.43.peg.2848,1755
9036,224308.43.peg.2849,474
9037,224308.43.peg.2850,636
9038,224308.43.peg.2851,1269
9039,224308.43.peg.2852,930
9040,224308.43.peg.2853,654
9041,224308.43.peg.2854,1083
9042,224308.43.peg.2855,282
9043,224308.43.peg.2856,417
9044,224308.43.peg.2857,267
9045,224308.43.peg.2858,2637
9046,224308.43.peg.2859,840
9047,224308.43.peg.2860,117
9048,224308.43.peg.2861,729
9049,224308.43.peg.2862,822
9050,224308.43.peg.2863,651
9051,224308.43.peg.2864,657
9052,224308.43.peg.2865,132
9053,224308.43.peg.2866,192
9054,224308.43.peg.2867,465
9055,224308.43.peg.2868,2397
9056,224308.43.peg.2869,651
9057,224308.43.peg.2870,1116
9058,224308.43.peg.2871,1140
9059,224308.43.peg.2872,420
9060,224308.43.peg.2873,1266
9061,224308.43.peg.2874,765
9062,224308.43.peg.2875,210
9063,224308.43.peg.2876,1779
9064,224308.43.peg.2877,1275
9065,224308.43.peg.2878,171
9066,224308.43.peg.2879,1557
9067,224308.43.peg.2880,399
9068,224308.43.peg.2881,2205
9069,224308.43.peg.2882,513
9070,224308.43.peg.2883,2361
9071,224308.43.peg.2884,324
9072,224308.43.peg.2885,498
9073,224308.43.peg.2886,2214
9074,224308.43.peg.2887,297
9075,224308.43.peg.2888,1557
9076,224308.43.peg.2889,657
9077,224308.43.peg.2890,114
9078,224308.43.peg.2891,390
9079,224308.43.peg.2892,270
9080,224308.43.peg.2893,1146
9081,224308.43.peg.2894,1029
9082,224308.43.peg.2895,201
9083,224308.43.peg.2896,1005
9084,224308.43.peg.2897,606
9085,224308.43.peg.2898,513
9086,224308.43.peg.2899,1308
9087,224308.43.peg.2900,1026
9088,224308.43.peg.2901,648
9089,224308.43.peg.2902,123
9090,224308.43.peg.2903,270
9091,224308.43.peg.2904,141
9092,224308.43.peg.2905,1455
9093,224308.43.peg.2906,783
9094,224308.43.peg.2907,597
9095,224308.43.peg.2908,1164
9096,224308.43.peg.2909,1107
9097,224308.43.peg.2910,870
9098,224308.43.peg.2911,1596
9099,224308.43.peg.2912,1203
9100,224308.43.peg.2913,543
9101,224308.43.peg.2914,858
9102,224308.43.peg.2915,444
9103,224308.43.peg.2916,1287
9104,224308.43.peg.2917,579
9105,224308.43.peg.2918,123
9106,224308.43.peg.2919,285
9107,224308.43.peg.2920,339
9108,224308.43.peg.2921,309
9109,224308.43.peg.2922,867
9110,224308.43.peg.2923,795
9111,224308.43.peg.2924,600
9112,224308.43.peg.2925,681
9113,224308.43.peg.2926,519
9114,224308.43.peg.2927,819
9115,224308.43.peg.2928,1014
9116,224308.43.peg.2929,696
9117,224308.43.peg.2930,570
9118,224308.43.peg.2931,999
9119,224308.43.peg.2932,537
9120,224308.43.peg.2933,129
9121,224308.43.peg.2934,1293
9122,224308.43.peg.2935,2643
9123,224308.43.peg.2936,192
9124,224308.43.peg.2937,1038
9125,224308.43.peg.2938,1728
9126,224308.43.peg.2939,1293
9127,224308.43.peg.2940,975
9128,224308.43.peg.2941,789
9129,224308.43.peg.2942,945
9130,224308.43.peg.2943,720
9131,224308.43.peg.2944,1368
9132,224308.43.peg.2945,498
9133,224308.43.peg.2946,588
9134,224308.43.peg.2947,2325
9135,224308.43.peg.2948,1659
9136,224308.43.peg.2949,1263
9137,224308.43.peg.2950,1275
9138,224308.43.peg.2951,1005
9139,224308.43.peg.2952,132
9140,224308.43.peg.2953,600
9141,224308.43.peg.2954,1419
9142,224308.43.peg.2955,1098
9143,224308.43.peg.2956,1494
9144,224308.43.peg.2957,1029
9145,224308.43.peg.2958,519
9146,224308.43.peg.2959,1725
9147,224308.43.peg.2960,123
9148,224308.43.peg.2961,336
9149,224308.43.peg.2962,456
9150,224308.43.peg.2963,159
9151,224308.43.peg.2964,822
9152,224308.43.rna.86,74
9153,224308.43.peg.2965,510
9154,224308.43.peg.2966,588
9155,224308.43.peg.2967,738
9156,224308.43.peg.2968,1101
9157,224308.43.peg.2969,816
9158,224308.43.peg.2970,441
9159,224308.43.peg.2971,225
9160,224308.43.peg.2972,444
9161,224308.43.peg.2973,762
9162,224308.43.peg.2974,1761
9163,224308.43.peg.2975,609
9164,224308.43.peg.2976,447
9165,224308.43.peg.2977,1227
9166,224308.43.peg.2978,1773
9167,224308.43.peg.2979,315
9168,224308.43.peg.2980,123
9169,224308.43.peg.2981,192
9170,224308.43.peg.2982,1509
9171,224308.43.peg.2983,162
9172,224308.43.peg.2984,978
9173,224308.43.peg.2985,774
9174,224308.43.peg.2986,777
9175,224308.43.peg.2987,585
9176,224308.43.peg.2988,1683
9177,224308.43.peg.2989,405
9178,224308.43.peg.2990,2358
9179,224308.43.peg.2991,1713
9180,224308.43.peg.2992,534
9181,224308.43.peg.2993,258
9182,224308.43.peg.2994,942
9183,224308.43.peg.2995,2415
9184,224308.43.peg.2996,1035
9185,224308.43.peg.2997,207
9186,224308.43.peg.2998,747
9187,224308.43.peg.2999,216
9188,224308.43.peg.3000,1107
9189,224308.43.peg.3001,1413
9190,224308.43.peg.3002,1335
9191,224308.43.peg.3003,243
9192,224308.43.peg.3004,105
9193,224308.43.peg.3005,1797
9194,224308.43.peg.3006,1503
9195,224308.43.peg.3007,846
9196,224308.43.peg.3008,942
9197,224308.43.peg.3009,1302
9198,224308.43.peg.3010,1185
9199,224308.43.peg.3011,810
9200,224308.43.peg.3012,690
9201,224308.43.peg.3013,1683
9202,224308.43.peg.3014,1491
9203,224308.43.peg.3015,972
9204,224308.43.peg.3016,1086
9205,224308.43.peg.3017,393
9206,224308.43.peg.3018,270
9207,224308.43.peg.3019,360
9208,224308.43.peg.3020,201
9209,224308.43.peg.3021,504
9210,224308.43.peg.3022,159
9211,224308.43.peg.3023,666
9212,224308.43.peg.3024,696
9213,224308.43.peg.3025,441
9214,224308.43.peg.3026,726
9215,224308.43.peg.3027,1782
9216,224308.43.peg.3028,831
9217,224308.43.peg.3029,1932
9218,224308.43.peg.3030,846
9219,224308.43.peg.3031,642
9220,224308.43.peg.3032,936
9221,224308.43.peg.3033,1419
9222,224308.43.peg.3034,459
9223,224308.43.peg.3035,381
9224,224308.43.peg.3036,1023
9225,224308.43.peg.3037,381
9226,224308.43.peg.3038,1191
9227,224308.43.peg.3039,843
9228,224308.43.peg.3040,594
9229,224308.43.peg.3041,633
9230,224308.43.peg.3042,837
9231,224308.43.peg.3043,2643
9232,224308.43.peg.3044,1740
9233,224308.43.peg.3045,723
9234,224308.43.peg.3046,129
9235,224308.43.peg.3047,939
9236,224308.43.peg.3048,1272
9237,224308.43.peg.3049,1119
9238,224308.43.peg.3050,465
9239,224308.43.peg.3051,1116
9240,224308.43.peg.3052,384
9241,224308.43.peg.3053,1758
9242,224308.43.peg.3054,960
9243,224308.43.peg.3055,978
9244,224308.43.peg.3056,873
9245,224308.43.peg.3057,1233
9246,224308.43.peg.3058,3348
9247,224308.43.peg.3059,342
9248,224308.43.peg.3060,504
9249,224308.43.peg.3061,192
9250,224308.43.peg.3062,942
9251,224308.43.peg.3063,114
9252,224308.43.peg.3064,303
9253,224308.43.peg.3065,1320
9254,224308.43.peg.3066,903
9255,224308.43.peg.3067,1251
9256,224308.43.peg.3068,693
9257,224308.43.peg.3069,1329
9258,224308.43.peg.3070,282
9259,224308.43.peg.3071,1005
9260,224308.43.peg.3072,780
9261,224308.43.peg.3073,708
9262,224308.43.peg.3074,720
9263,224308.43.peg.3075,813
9264,224308.43.peg.3076,810
9265,224308.43.peg.3077,537
9266,224308.43.peg.3078,927
9267,224308.43.peg.3079,684
9268,224308.43.peg.3080,768
9269,224308.43.peg.3081,135
9270,224308.43.peg.3082,1386
9271,224308.43.peg.3083,1212
9272,224308.43.peg.3084,513
9273,224308.43.peg.3085,1296
9274,224308.43.peg.3086,138
9275,224308.43.peg.3087,990
9276,224308.43.peg.3088,504
9277,224308.43.peg.3089,456
9278,224308.43.peg.3090,681
9279,224308.43.peg.3091,495
9280,224308.43.peg.3092,1008
9281,224308.43.peg.3093,141
