tag,gc_ratio
224308.43.peg.977,0.37037037
224308.43.peg.978,0.435185185
224308.43.peg.979,0.42876619
224308.43.peg.980,0.412698413
224308.43.peg.981,0.44859201
224308.43.peg.982,0.437100213
224308.43.peg.983,0.451706609
224308.43.peg.984,0.414925373
224308.43.peg.985,0.437214612
224308.43.peg.986,0.461398728
224308.43.peg.987,0.490804598
224308.43.peg.988,0.472818312
224308.43.peg.989,0.450589971
224308.43.peg.990,0.472340426
224308.43.peg.991,0.421505376
224308.43.peg.992,0.450171821
224308.43.peg.993,0.424581006
224308.43.peg.994,0.396341463
224308.43.peg.995,0.465863454
224308.43.peg.996,0.441666667
224308.43.peg.997,0.429864253
224308.43.peg.998,0.432900433
224308.43.peg.999,0.452622673
224308.43.peg.1000,0.381944444
224308.43.peg.1001,0.467532468
224308.43.peg.1002,0.476190476
224308.43.peg.1003,0.487373737
224308.43.peg.1004,0.448087432
224308.43.peg.1005,0.395833333
224308.43.peg.1006,0.433691756
224308.43.peg.1007,0.481182796
224308.43.peg.1008,0.454652532
224308.43.peg.1009,0.473498233
224308.43.peg.1010,0.452276065
224308.43.peg.1011,0.461077844
224308.43.peg.1012,0.420289855
224308.43.peg.1013,0.460750853
224308.43.peg.1014,0.447576657
224308.43.peg.1015,0.473429952
224308.43.peg.1016,0.396825397
224308.43.peg.1017,0.455882353
224308.43.peg.1018,0.414285714
224308.43.peg.1019,0.447870778
224308.43.peg.1020,0.437728938
224308.43.peg.1021,0.447971781
224308.43.peg.1022,0.426553672
224308.43.peg.1023,0.395716946
224308.43.peg.1024,0.456747405
224308.43.peg.1025,0.449535193
224308.43.peg.1026,0.465517241
224308.43.peg.1027,0.43373494
224308.43.peg.1028,0.490566038
224308.43.peg.1029,0.494791667
224308.43.peg.1030,0.430107527
224308.43.peg.1031,0.445930881
224308.43.peg.1032,0.45952381
224308.43.peg.1033,0.477587612
224308.43.peg.1034,0.46548734
224308.43.peg.1035,0.443386243
224308.43.peg.1036,0.41314554
224308.43.peg.1037,0.399317406
224308.43.peg.1038,0.412162162
224308.43.peg.1039,0.408408408
224308.43.peg.1040,0.418300654
224308.43.peg.1041,0.427860697
224308.43.peg.1042,0.447916667
224308.43.peg.1043,0.473988439
224308.43.peg.1044,0.45462963
224308.43.peg.1045,0.417808219
224308.43.peg.1046,0.463709677
224308.43.peg.1047,0.462917685
224308.43.peg.1048,0.440225035
224308.43.peg.1049,0.501259446
224308.43.peg.1050,0.492816092
224308.43.peg.1051,0.435897436
224308.43.peg.1052,0.453093812
224308.43.peg.1053,0.456876457
224308.43.peg.1054,0.47834275
224308.43.peg.1055,0.3
224308.43.peg.1056,0.454448017
224308.43.peg.1057,0.484784147
224308.43.peg.1058,0.439236111
224308.43.peg.1059,0.445446735
224308.43.peg.1060,0.479550102
224308.43.peg.1061,0.454311454
224308.43.peg.1062,0.380208333
224308.43.peg.1063,0.465898175
224308.43.peg.1064,0.433823529
224308.43.peg.1065,0.441085271
224308.43.peg.1066,0.361702128
224308.43.peg.1067,0.468027211
224308.43.peg.1068,0.421686747
224308.43.peg.1069,0.491472868
224308.43.peg.1070,0.494163424
224308.43.peg.1071,0.398989899
224308.43.peg.1072,0.449648712
224308.43.peg.1073,0.464223386
224308.43.peg.1074,0.358974359
224308.43.peg.1075,0.453333333
224308.43.peg.1076,0.503524673
224308.43.peg.1077,0.375
224308.43.peg.1078,0.452674897
224308.43.peg.1079,0.472508591
224308.43.peg.1080,0.526940639
224308.43.peg.1081,0.490972222
224308.43.peg.1082,0.474153298
224308.43.peg.1083,0.406362979
224308.43.peg.1084,0.456862745
224308.43.peg.1085,0.48018648
224308.43.peg.1086,0.41025641
224308.43.peg.1087,0.440414508
224308.43.peg.1088,0.487777778
224308.43.peg.1089,0.459259259
224308.43.peg.1090,0.497959184
224308.43.peg.1091,0.447761194
224308.43.peg.1092,0.402203857
224308.43.peg.1093,0.47275641
224308.43.peg.1094,0.414201183
224308.43.peg.1095,0.533333333
224308.43.peg.1096,0.428030303
224308.43.peg.1097,0.335820896
224308.43.peg.1098,0.372269706
224308.43.peg.1099,0.351001178
224308.43.peg.1100,0.343137255
224308.43.peg.1101,0.355555556
224308.43.peg.1102,0.501298701
224308.43.peg.1103,0.482587065
224308.43.peg.1104,0.475115741
224308.43.peg.1105,0.481884058
224308.43.peg.1106,0.47716895
224308.43.peg.1107,0.490431305
224308.43.peg.1108,0.487699378
224308.43.peg.1109,0.515306122
224308.43.peg.1110,0.48069555
224308.43.peg.1111,0.452145215
224308.43.peg.1112,0.442922374
224308.43.peg.1113,0.467836257
224308.43.peg.1114,0.468926554
224308.43.peg.1115,0.44012945
224308.43.peg.1116,0.491452991
224308.43.peg.1117,0.504504505
224308.43.peg.1118,0.433333333
224308.43.peg.1119,0.362573099
224308.43.peg.1120,0.453463203
224308.43.peg.1121,0.464679912
224308.43.peg.1122,0.453781513
224308.43.peg.1123,0.449162011
224308.43.peg.1124,0.487588652
224308.43.peg.1125,0.475338753
224308.43.peg.1126,0.341719078
224308.43.peg.1127,0.470149254
224308.43.peg.1128,0.453947368
224308.43.peg.1129,0.474537037
224308.43.peg.1130,0.476331361
224308.43.peg.1131,0.416666667
224308.43.peg.1132,0.483965015
224308.43.peg.1133,0.451282051
224308.43.peg.1134,0.490196078
224308.43.peg.1135,0.499654934
224308.43.peg.1136,0.44913928
224308.43.peg.1137,0.474597274
224308.43.peg.1138,0.468333333
224308.43.peg.1139,0.500854701
224308.43.peg.1140,0.482419128
224308.43.peg.1141,0.468704512
224308.43.peg.1142,0.428194993
224308.43.peg.1143,0.451851852
224308.43.peg.1144,0.502688172
224308.43.peg.1145,0.456264775
224308.43.peg.1146,0.464075383
224308.43.peg.1147,0.493333333
224308.43.peg.1148,0.482871126
224308.43.peg.1149,0.422764228
224308.43.peg.1150,0.476572959
224308.43.peg.1151,0.417094017
224308.43.peg.1152,0.460215054
224308.43.peg.1153,0.463687151
224308.43.peg.1154,0.431034483
224308.43.peg.1155,0.467687075
224308.43.peg.1156,0.391156463
224308.43.peg.1157,0.453205128
224308.43.peg.1158,0.458920188
224308.43.peg.1159,0.444839858
224308.43.peg.1160,0.440789474
224308.43.peg.1161,0.439393939
224308.43.peg.1162,0.456334563
224308.43.peg.1163,0.48828125
224308.43.peg.1164,0.459546926
224308.43.peg.1165,0.520467836
224308.43.peg.1166,0.448637317
224308.43.peg.1167,0.435185185
224308.43.peg.1168,0.462427746
224308.43.peg.1169,0.497133497
224308.43.peg.1170,0.481338481
224308.43.peg.1171,0.495682211
224308.43.peg.1172,0.468926554
224308.43.peg.1173,0.469447139
224308.43.peg.1174,0.484375
224308.43.peg.1175,0.522222222
224308.43.peg.1176,0.360215054
224308.43.peg.1177,0.428571429
224308.43.peg.1178,0.381944444
224308.43.peg.1179,0.388888889
224308.43.peg.1180,0.43081761
224308.43.peg.1181,0.416666667
224308.43.peg.1182,0.414529915
224308.43.peg.1183,0.462193823
224308.43.peg.1184,0.466988728
224308.43.peg.1185,0.430025445
224308.43.peg.1186,0.458966565
224308.43.peg.1187,0.45959596
224308.43.peg.1188,0.412601626
224308.43.peg.1189,0.394097222
224308.43.peg.1190,0.41955836
224308.43.peg.1191,0.432017544
224308.43.peg.1192,0.418326693
224308.43.peg.1193,0.445086705
224308.43.peg.1194,0.414529915
224308.43.peg.1195,0.446581197
224308.43.peg.1196,0.447712418
224308.43.peg.1197,0.470037453
224308.43.peg.1198,0.448801743
224308.43.peg.1199,0.461928934
224308.43.peg.1200,0.381692573
224308.43.peg.1201,0.419191919
224308.43.peg.1202,0.464231355
224308.43.peg.1203,0.400304414
224308.43.peg.1204,0.449652778
224308.43.peg.1205,0.434177844
224308.43.peg.1206,0.380952381
224308.43.peg.1207,0.421111111
224308.43.peg.1208,0.476190476
224308.43.peg.1209,0.469387755
224308.43.peg.1210,0.415357766
224308.43.peg.1211,0.395663957
224308.43.peg.1212,0.453834116
224308.43.peg.1213,0.4556804
224308.43.peg.1214,0.494444444
224308.43.peg.1215,0.465306122
224308.43.peg.1216,0.438482385
224308.43.peg.1217,0.488045007
224308.43.peg.1218,0.482200647
224308.43.peg.1219,0.484684685
224308.43.peg.1220,0.406862745
224308.43.peg.1221,0.490196078
224308.43.peg.1222,0.510385757
224308.43.peg.1223,0.495098039
224308.43.peg.1224,0.481338481
224308.43.peg.1225,0.48820059
224308.43.peg.1226,0.431818182
224308.43.peg.1227,0.422818792
224308.43.peg.1228,0.45398773
224308.43.peg.1229,0.416184971
224308.43.peg.1230,0.358490566
224308.43.peg.1231,0.400516796
224308.43.peg.1232,0.507002801
224308.43.peg.1233,0.384615385
224308.43.peg.1234,0.376811594
224308.43.peg.1235,0.506666667
224308.43.peg.1236,0.356862745
224308.43.peg.1237,0.464035088
224308.43.peg.1238,0.392156863
224308.43.peg.1239,0.475177305
224308.43.peg.1240,0.436046512
224308.43.peg.1241,0.459197787
224308.43.peg.1242,0.478184991
224308.43.peg.1243,0.508951407
224308.43.peg.1244,0.423076923
224308.43.peg.1245,0.459277918
224308.43.peg.1246,0.389937107
224308.43.peg.1247,0.31300813
224308.43.peg.1248,0.362962963
224308.43.peg.1249,0.390804598
224308.43.peg.1250,0.437229437
224308.43.peg.1251,0.295634921
224308.43.peg.1252,0.326315789
224308.43.peg.1253,0.441287879
224308.43.peg.1254,0.336879433
224308.43.peg.1255,0.386243386
224308.43.peg.1256,0.353448276
224308.43.peg.1257,0.408816425
224308.43.peg.1258,0.46031746
224308.43.peg.1259,0.434599156
224308.43.peg.1260,0.391304348
224308.43.peg.1261,0.378698225
224308.43.peg.1262,0.414583333
224308.43.peg.1263,0.4
224308.43.peg.1264,0.36969697
224308.43.peg.1265,0.333333333
224308.43.peg.1266,0.45482866
224308.43.peg.1267,0.485943775
224308.43.peg.1268,0.387464387
224308.43.peg.1269,0.434599156
224308.43.peg.1270,0.410714286
224308.43.peg.1271,0.418803419
224308.43.peg.1272,0.435555556
224308.43.peg.1273,0.462365591
224308.43.peg.1274,0.472222222
224308.43.peg.1275,0.489858012
224308.43.peg.1276,0.452762923
224308.43.peg.1277,0.366043614
224308.43.peg.1278,0.509708738
224308.43.peg.1279,0.390681004
224308.43.peg.1280,0.469353484
224308.43.peg.1281,0.463104326
224308.43.peg.1282,0.396825397
224308.43.peg.1283,0.503075031
224308.43.peg.1284,0.468791501
224308.43.peg.1285,0.492695883
224308.43.peg.1286,0.466666667
224308.43.peg.1287,0.4
224308.43.peg.1288,0.520080321
224308.43.peg.1289,0.241666667
224308.43.peg.1290,0.43498818
224308.43.peg.1291,0.449533503
224308.43.peg.1292,0.266666667
224308.43.peg.1293,0.433333333
224308.43.peg.1294,0.446376812
224308.43.peg.1295,0.487179487
224308.43.peg.1296,0.506862745
224308.43.peg.1297,0.472222222
224308.43.peg.1298,0.520908005
224308.43.peg.1299,0.490149724
224308.43.peg.1300,0.438123752
224308.43.peg.1301,0.428967429
224308.43.peg.1302,0.46184739
224308.43.peg.1303,0.452287582
224308.43.peg.1304,0.447311828
224308.43.peg.1305,0.438679245
224308.43.peg.1306,0.393457118
224308.43.peg.1307,0.437037037
224308.43.peg.1308,0.453488372
224308.43.peg.1309,0.492662474
224308.43.peg.1310,0.439153439
224308.43.peg.1311,0.470978441
224308.43.peg.1312,0.487455197
224308.43.peg.1313,0.450586265
224308.43.peg.1314,0.432748538
224308.43.peg.1315,0.45
224308.43.peg.1316,0.461170848
224308.43.peg.1317,0.459935897
224308.43.peg.1318,0.44047619
224308.43.peg.1319,0.455840456
224308.43.peg.1320,0.45410628
224308.43.peg.1321,0.429411765
224308.43.peg.1322,0.42481203
224308.43.peg.1323,0.463133641
224308.43.peg.1324,0.463037634
224308.43.peg.1325,0.491545894
224308.43.peg.1326,0.477564103
224308.43.peg.1327,0.505208333
224308.43.peg.1328,0.473389356
224308.43.peg.1329,0.491769547
224308.43.peg.1330,0.496598639
224308.43.peg.1331,0.442922374
224308.43.peg.1332,0.464668094
224308.43.peg.1333,0.459459459
224308.43.peg.1334,0.375838926
224308.43.peg.1335,0.430555556
224308.43.peg.1336,0.427272727
224308.43.peg.1337,0.478527607
224308.43.peg.1338,0.486891386
224308.43.peg.1339,0.44600939
224308.43.peg.1340,0.473734479
224308.43.peg.1341,0.485319516
224308.43.peg.1342,0.443223443
224308.43.peg.1343,0.381782946
224308.43.peg.1344,0.451515152
224308.43.peg.1345,0.424242424
224308.43.peg.1346,0.472619048
224308.43.peg.1347,0.474074074
224308.43.peg.1348,0.439393939
224308.43.peg.1349,0.470917226
224308.43.peg.1350,0.427536232
224308.43.peg.1351,0.444444444
224308.43.peg.1352,0.417391304
224308.43.peg.1353,0.451097804
224308.43.peg.1354,0.359223301
224308.43.peg.1355,0.454821564
224308.43.peg.1356,0.468980021
224308.43.peg.1357,0.463040446
224308.43.peg.1358,0.430041152
224308.43.peg.1359,0.4
224308.43.peg.1360,0.445676275
224308.43.peg.1361,0.466422466
224308.43.peg.1362,0.488484848
224308.43.peg.1363,0.46386192
224308.43.peg.1364,0.499480789
224308.43.peg.1365,0.51984127
224308.43.peg.1366,0.446078431
224308.43.peg.1367,0.432624113
224308.43.peg.1368,0.502123142
224308.43.peg.1369,0.502270663
224308.43.peg.1370,0.474747475
224308.43.peg.1371,0.503030303
224308.43.peg.1372,0.456190476
224308.43.peg.1373,0.443670151
224308.43.peg.1374,0.456327986
224308.43.peg.1375,0.441666667
224308.43.peg.1376,0.429824561
224308.43.peg.1377,0.43852459
224308.43.peg.1378,0.465909091
224308.43.peg.1379,0.477842004
224308.43.peg.1380,0.492625369
224308.43.peg.1381,0.481132075
224308.43.peg.1382,0.480620155
224308.43.peg.1383,0.466302368
224308.43.peg.1384,0.473557692
224308.43.peg.1385,0.483568075
224308.43.peg.1386,0.405405405
224308.43.peg.1387,0.462287105
224308.43.peg.1388,0.473684211
224308.43.peg.1389,0.475583864
224308.43.peg.1390,0.452599388
224308.43.peg.1391,0.420289855
224308.43.peg.1392,0.470833333
224308.43.peg.1393,0.412470024
224308.43.peg.1394,0.462745098
224308.43.peg.1395,0.467153285
224308.43.peg.1396,0.478333333
224308.43.peg.1397,0.474295191
224308.43.peg.1398,0.467248908
224308.43.peg.1399,0.462271062
224308.43.peg.1400,0.414096916
224308.43.peg.1401,0.415204678
224308.43.peg.1402,0.391304348
224308.43.peg.1403,0.428466077
224308.43.peg.1404,0.426426426
224308.43.peg.1405,0.397435897
224308.43.peg.1406,0.306010929
224308.43.peg.1407,0.425806452
224308.43.peg.1408,0.426024955
224308.43.peg.1409,0.376744186
224308.43.peg.1410,0.408364084
224308.43.peg.1411,0.420058997
224308.43.peg.1412,0.428994083
224308.43.peg.1413,0.448174323
224308.43.peg.1414,0.457627119
224308.43.peg.1415,0.405777778
224308.43.peg.1416,0.430930931
224308.43.peg.1417,0.396825397
224308.43.peg.1418,0.462893082
224308.43.peg.1419,0.373015873
224308.43.peg.1420,0.39877836
224308.43.peg.1421,0.471794872
224308.43.peg.1422,0.41025641
224308.43.peg.1423,0.459308807
224308.43.peg.1424,0.440740741
224308.43.peg.1425,0.435897436
224308.43.peg.1426,0.372881356
224308.43.peg.1427,0.414467253
224308.43.peg.1428,0.408660352
224308.43.peg.1429,0.485943775
224308.43.peg.1430,0.388888889
224308.43.peg.1431,0.468926554
224308.43.peg.1432,0.445279866
224308.43.peg.1433,0.441025641
224308.43.peg.1434,0.470342523
224308.43.peg.1435,0.480321285
224308.43.peg.1436,0.420903955
224308.43.peg.1437,0.442857143
224308.43.peg.1438,0.415270019
224308.43.peg.1439,0.411214953
224308.43.peg.1440,0.406976744
224308.43.peg.1441,0.37962963
224308.43.peg.1442,0.415169661
224308.43.peg.1443,0.408675799
224308.43.peg.1444,0.430025445
224308.43.peg.1445,0.445264453
224308.43.peg.1446,0.452562151
224308.43.peg.1447,0.439655172
224308.43.peg.1448,0.45
224308.43.peg.1449,0.458049887
224308.43.peg.1450,0.463114754
224308.43.peg.1451,0.401606426
224308.43.peg.1452,0.266666667
224308.43.peg.1453,0.386554622
224308.43.peg.1454,0.408299866
224308.43.peg.1455,0.3825
224308.43.peg.1456,0.333333333
224308.43.peg.1457,0.379113019
224308.43.peg.1458,0.358974359
224308.43.peg.1459,0.35042735
224308.43.peg.1460,0.424242424
224308.43.peg.1461,0.429553265
224308.43.peg.1462,0.327956989
224308.43.peg.1463,0.430769231
224308.43.peg.1464,0.398724083
224308.43.peg.1465,0.447683109
224308.43.peg.1466,0.419678715
224308.43.peg.1467,0.465517241
224308.43.peg.1468,0.411764706
224308.43.peg.1469,0.456043956
224308.43.peg.1470,0.439958592
224308.43.peg.1471,0.376009227
224308.43.peg.1472,0.453809524
224308.43.peg.1473,0.4082397
224308.43.peg.1474,0.438412142
224308.43.peg.1475,0.416666667
224308.43.peg.1476,0.418853256
224308.43.peg.1477,0.430249633
224308.43.peg.1478,0.418191057
224308.43.peg.1479,0.438292964
224308.43.peg.1480,0.401808786
224308.43.peg.1481,0.402364066
224308.43.peg.1482,0.405271829
224308.43.peg.1483,0.433164129
224308.43.peg.1484,0.351851852
224308.43.peg.1485,0.393220339
224308.43.peg.1486,0.408602151
224308.43.peg.1487,0.425367363
224308.43.peg.1488,0.5
224308.43.peg.1489,0.452961672
224308.43.peg.1490,0.508496732
224308.43.peg.1491,0.355863663
224308.43.peg.1492,0.306666667
224308.43.peg.1493,0.347826087
224308.43.peg.1494,0.416666667
224308.43.peg.1495,0.303030303
224308.43.peg.1496,0.383333333
224308.43.peg.1497,0.437379576
224308.43.peg.1498,0.385416667
224308.43.peg.1499,0.405405405
224308.43.peg.1500,0.419501134
224308.43.peg.1501,0.417190776
224308.43.peg.1502,0.438478747
224308.43.peg.1503,0.440789474
224308.43.peg.1504,0.443037975
224308.43.peg.1505,0.448888889
224308.43.peg.1506,0.410569106
224308.43.peg.1507,0.417910448
224308.43.peg.1508,0.44014733
224308.43.peg.1509,0.440715884
224308.43.peg.1510,0.423611111
224308.43.peg.1511,0.387163561
224308.43.peg.1512,0.448333333
224308.43.peg.1513,0.478431373
224308.43.peg.1514,0.495746326
224308.43.peg.1515,0.477011494
224308.43.peg.1516,0.462025316
224308.43.peg.1517,0.414529915
224308.43.peg.1518,0.435722412
224308.43.peg.1519,0.452892562
224308.43.peg.1520,0.429597701
224308.43.peg.1521,0.423280423
224308.43.peg.1522,0.484848485
224308.43.peg.1523,0.458123953
224308.43.peg.1524,0.415343915
224308.43.peg.1525,0.445175439
224308.43.peg.1526,0.465932914
224308.43.peg.1527,0.419243986
224308.43.peg.1528,0.377777778
224308.43.peg.1529,0.43930992
224308.43.peg.1530,0.452850877
224308.43.peg.1531,0.429034874
224308.43.peg.1532,0.437037037
224308.43.peg.1533,0.465686275
224308.43.peg.1534,0.383512545
224308.43.peg.1535,0.396270396
224308.43.peg.1536,0.426858513
224308.43.peg.1537,0.421921922
224308.43.peg.1538,0.433102653
224308.43.peg.1539,0.440047962
224308.43.peg.1540,0.338095238
224308.43.peg.1541,0.382978723
224308.43.peg.1542,0.427648579
224308.43.peg.1543,0.436036036
224308.43.peg.1544,0.477987421
224308.43.peg.1545,0.365695793
224308.43.peg.1546,0.433691756
224308.43.peg.1547,0.449897751
224308.43.peg.1548,0.443190369
224308.43.peg.1549,0.445152159
224308.43.peg.1550,0.397333333
224308.43.peg.1551,0.391666667
224308.43.peg.1552,0.434487441
224308.43.peg.1553,0.441947566
224308.43.peg.1554,0.438184664
224308.43.peg.1555,0.382113821
224308.43.peg.1556,0.429824561
224308.43.peg.1557,0.456876457
224308.43.peg.1558,0.384699454
224308.43.peg.1559,0.413333333
224308.43.peg.1560,0.448275862
224308.43.peg.1561,0.407407407
224308.43.peg.1562,0.344444444
224308.43.peg.1563,0.404096834
224308.43.peg.1564,0.445578231
224308.43.peg.1565,0.408496732
224308.43.peg.1566,0.407407407
224308.43.peg.1567,0.452419793
224308.43.peg.1568,0.452830189
224308.43.peg.1569,0.404761905
224308.43.peg.1570,0.438095238
224308.43.peg.1571,0.443190369
224308.43.peg.1572,0.458847737
224308.43.peg.1573,0.433333333
224308.43.peg.1574,0.411347518
224308.43.peg.1575,0.393162393
224308.43.peg.1576,0.438202247
224308.43.peg.1577,0.451987235
224308.43.peg.1578,0.426710098
224308.43.peg.1579,0.434640523
224308.43.peg.1580,0.333333333
224308.43.peg.1581,0.432306256
224308.43.peg.1582,0.475655431
224308.43.peg.1583,0.455128205
224308.43.peg.1584,0.414414414
224308.43.peg.1585,0.458612975
224308.43.peg.1586,0.461111111
224308.43.peg.1587,0.427293065
224308.43.peg.1588,0.424493554
224308.43.peg.1589,0.428571429
224308.43.peg.1590,0.408333333
224308.43.peg.1591,0.482222222
224308.43.peg.1592,0.342592593
224308.43.peg.1593,0.446846847
224308.43.peg.1594,0.419753086
224308.43.peg.1595,0.450692747
224308.43.peg.1596,0.468710089
224308.43.peg.1597,0.419419419
224308.43.peg.1598,0.446314103
224308.43.peg.1599,0.306451613
224308.43.peg.1600,0.383429672
224308.43.peg.1601,0.391534392
224308.43.peg.1602,0.401709402
224308.43.peg.1603,0.451890034
224308.43.peg.1604,0.422360248
224308.43.peg.1605,0.459308807
224308.43.peg.1606,0.427160494
224308.43.peg.1607,0.418344519
224308.43.peg.1608,0.457264957
224308.43.peg.1609,0.420903955
224308.43.peg.1610,0.421199442
224308.43.peg.1611,0.458526533
224308.43.peg.1612,0.461279461
224308.43.peg.1613,0.427692308
224308.43.peg.1614,0.450589971
224308.43.peg.1615,0.46866485
224308.43.peg.1616,0.44047619
224308.43.peg.1617,0.462719298
224308.43.peg.1618,0.373737374
224308.43.peg.1619,0.425287356
224308.43.peg.1620,0.411061286
224308.43.peg.1621,0.371584699
224308.43.peg.1622,0.434618292
224308.43.peg.1623,0.473455178
224308.43.peg.1624,0.447001395
224308.43.peg.1625,0.394623656
224308.43.peg.1626,0.405555556
224308.43.peg.1627,0.427170868
224308.43.peg.1628,0.425157233
224308.43.peg.1629,0.454332553
224308.43.peg.1630,0.386178862
224308.43.peg.1631,0.458333333
224308.43.peg.1632,0.453102453
224308.43.peg.1633,0.447368421
224308.43.peg.1634,0.402930403
224308.43.peg.1635,0.476744186
224308.43.peg.1636,0.377777778
224308.43.peg.1637,0.488888889
224308.43.peg.1638,0.448300795
224308.43.peg.1639,0.405333333
224308.43.peg.1640,0.412903226
224308.43.peg.1641,0.468201754
224308.43.peg.1642,0.435897436
224308.43.peg.1643,0.485693848
224308.43.peg.1644,0.457923497
224308.43.peg.1645,0.463869464
224308.43.peg.1646,0.449315068
224308.43.peg.1647,0.464863184
224308.43.peg.1648,0.481193256
224308.43.peg.1649,0.478632479
224308.43.peg.1650,0.469444444
224308.43.peg.1651,0.458135861
224308.43.peg.1652,0.434472934
224308.43.peg.1653,0.4657277
224308.43.peg.1654,0.43516101
224308.43.peg.1655,0.447811448
224308.43.peg.1656,0.425064599
224308.43.peg.1657,0.441475827
224308.43.peg.1658,0.45398773
224308.43.peg.1659,0.440163456
224308.43.peg.1660,0.471380471
224308.43.peg.1661,0.444444444
224308.43.peg.1662,0.455555556
224308.43.peg.1663,0.421138211
224308.43.peg.1664,0.367647059
224308.43.peg.1665,0.463554464
224308.43.peg.1666,0.464019851
224308.43.peg.1667,0.447204969
224308.43.peg.1668,0.475890985
224308.43.peg.1669,0.465029762
224308.43.peg.1670,0.445054945
224308.43.peg.1671,0.453594771
224308.43.peg.1672,0.441705187
224308.43.peg.1673,0.43812709
224308.43.peg.1674,0.460244648
224308.43.peg.1675,0.409302326
224308.43.peg.1676,0.423280423
224308.43.peg.1677,0.443526171
224308.43.peg.1678,0.462093863
224308.43.peg.1679,0.455505279
224308.43.peg.1680,0.473975637
224308.43.peg.1681,0.453879941
224308.43.peg.1682,0.444444444
224308.43.peg.1683,0.453093812
224308.43.peg.1684,0.452830189
224308.43.peg.1685,0.441295547
224308.43.peg.1686,0.427350427
224308.43.peg.1687,0.417333333
224308.43.peg.1688,0.452120191
224308.43.peg.1689,0.429292929
224308.43.peg.1690,0.432098765
224308.43.peg.1691,0.376984127
224308.43.peg.1692,0.47054437
224308.43.peg.1693,0.417582418
224308.43.peg.1694,0.422764228
224308.43.peg.1695,0.392764858
224308.43.peg.1696,0.4
224308.43.peg.1697,0.469945355
224308.43.peg.1698,0.439655172
224308.43.peg.1699,0.442873969
224308.43.peg.1700,0.453125
224308.43.peg.1701,0.459272097
224308.43.peg.1702,0.418439716
224308.43.peg.1703,0.428324698
224308.43.peg.1704,0.464008859
224308.43.peg.1705,0.444071588
224308.43.peg.1706,0.426300578
224308.43.peg.1707,0.431192661
224308.43.peg.1708,0.396721311
224308.43.peg.1709,0.465201465
224308.43.peg.1710,0.427350427
224308.43.peg.1711,0.394871795
224308.43.peg.1712,0.348717949
224308.43.peg.1713,0.426048565
224308.43.peg.1714,0.367601246
224308.43.peg.1715,0.40037594
224308.43.peg.1716,0.412979351
224308.43.peg.1717,0.409030544
224308.43.peg.1718,0.456340167
224308.43.peg.1719,0.310810811
224308.43.peg.1720,0.406504065
224308.43.peg.1721,0.423497268
224308.43.peg.1722,0.375886525
224308.43.peg.1723,0.418867925
224308.43.peg.1724,0.37037037
224308.43.peg.1725,0.345153664
224308.43.peg.1726,0.409409409
224308.43.peg.1727,0.441512753
224308.43.peg.1728,0.380165289
224308.43.peg.1729,0.396969697
224308.43.peg.1730,0.366366366
224308.43.peg.1731,0.430894309
224308.43.peg.1732,0.392307692
224308.43.peg.1733,0.404432133
224308.43.peg.1734,0.438544739
224308.43.peg.1735,0.403269755
224308.43.peg.1736,0.438832772
224308.43.peg.1737,0.444134078
224308.43.peg.1738,0.419514611
224308.43.peg.1739,0.403397028
224308.43.peg.1740,0.455555556
224308.43.peg.1741,0.453093812
224308.43.peg.1742,0.422222222
224308.43.peg.1743,0.415611814
224308.43.peg.1744,0.403508772
224308.43.peg.1745,0.412698413
224308.43.peg.1746,0.441217151
224308.43.peg.1747,0.383512545
224308.43.peg.1748,0.426564496
224308.43.peg.1749,0.403245943
224308.43.peg.1750,0.427083333
224308.43.peg.1751,0.437846397
224308.43.peg.1752,0.44660767
224308.43.peg.1753,0.427213723
224308.43.peg.1754,0.414012739
224308.43.peg.1755,0.437275986
224308.43.peg.1756,0.404444444
224308.43.peg.1757,0.432900433
224308.43.peg.1758,0.429102743
224308.43.peg.1759,0.451612903
224308.43.peg.1760,0.436781609
224308.43.peg.1761,0.431182796
224308.43.peg.1762,0.420609884
224308.43.peg.1763,0.4
224308.43.peg.1764,0.451369216
224308.43.peg.1765,0.401041667
224308.43.peg.1766,0.430081301
224308.43.peg.1767,0.441860465
224308.43.peg.1768,0.333333333
224308.43.peg.1769,0.446308725
224308.43.peg.1770,0.449419569
224308.43.peg.1771,0.441882805
224308.43.peg.1772,0.479012346
224308.43.peg.1773,0.44558992
224308.43.peg.1774,0.427458034
224308.43.peg.1775,0.433604336
224308.43.peg.1776,0.403755869
224308.43.peg.1777,0.450084602
224308.43.peg.1778,0.400826446
224308.43.peg.1779,0.411382114
224308.43.peg.1780,0.422326308
224308.43.peg.1781,0.422688423
224308.43.peg.1782,0.491503268
224308.43.peg.1783,0.430232558
224308.43.peg.1784,0.455426357
224308.43.peg.1785,0.387096774
224308.43.peg.1786,0.403278689
224308.43.peg.1787,0.441580756
224308.43.peg.1788,0.459632294
224308.43.peg.1789,0.467048711
224308.43.peg.1790,0.395408163
224308.43.peg.1791,0.460652591
224308.43.peg.1792,0.440251572
224308.43.peg.1793,0.482758621
224308.43.peg.1794,0.458812261
224308.43.peg.1795,0.456318914
224308.43.peg.1796,0.430718954
224308.43.peg.1797,0.423611111
224308.43.peg.1798,0.417582418
224308.43.peg.1799,0.451688009
224308.43.peg.1800,0.479299363
224308.43.peg.1801,0.35745614
